TEKS ID,Statement,Grade,Chapter
117.104.a.1,"The fine arts incorporate the study of dance, music, theatre, and the visual arts to offer unique experiences and empower students to explore realities, relationships, and ideas. These disciplines engage and motivate all students through active learning, critical thinking, and innovative problem solving. The fine arts develop cognitive functioning and increase student academic achievement, higher-order thinking, communication, and collaboration skills, making the fine arts applicable to college readiness, career opportunities, workplace environments, social skills, and everyday life. Students develop aesthetic and cultural awareness through exploration, leading to creative expression. Creativity, encouraged through the study of the fine arts, is essential to nurture and develop the whole child.",K,117
117.104.a.2,"Four basic strands--foundations: inquiry and understanding; creative expression; historical and cultural relevance; and critical evaluation and response--provide broad, unifying structures for organizing knowledge and skills students are expected to acquire. Through the foundations: inquiry and understanding strand, students develop a perception of self, human relationships, and the world using elements of drama and conventions of theatre. Through the creative expression strand, students communicate in a dramatic form, engage in artistic thinking, build positive self-concepts, relate interpersonally, and integrate knowledge with other content areas in a relevant manner. Through the historical and cultural relevance strand, students increase their understanding of heritage and traditions in theatre and the diversity of world cultures as expressed in theatre. Through the critical evaluation and response strand, students engage in inquiry and dialogue, accept constructive criticism, revise personal views to promote creative and critical thinking, and develop the ability to appreciate and evaluate live theatre.",K,117
117.104.a.3,"Statements that contain the word ""including"" reference content that must be mastered, while those containing the phrase ""such as"" are intended as possible illustrative examples.",K,117
117.104.b.1,"Foundations: inquiry and understanding. The student develops concepts about self, human relationships, and the environment using elements of drama and conventions of theatre. The student is expected to:",K,117
117.104.b.2,Creative expression: performance. The student interprets characters using the voice and body expressively and creates dramatizations. The student is expected to:,K,117
117.104.b.3,"Creative expression: production. The student applies design, directing, and theatre production concepts and skills. The student is expected to:",K,117
117.104.b.4,"Historical and cultural relevance. The student relates theatre to history, society, and culture. The student is expected to:",K,117
117.104.b.5,Critical evaluation and response. The student responds to and evaluates theatre and theatrical performances. The student is expected to:,K,117
117.104.b.1.A,develop self-awareness through dramatic play;,K,117
117.104.b.1.B,explore space using expressive movement;,K,117
117.104.b.1.C,imitate sounds; and,K,117
117.104.b.1.D,imitate and recreate objects in dramatic play.,K,117
117.104.b.2.A,demonstrate safe use of movement and voice;,K,117
117.104.b.2.B,assume roles through imitation and recreation;,K,117
117.104.b.2.C,identify the characteristics of dramatic play; and,K,117
117.104.b.2.D,participate in dramatic play.,K,117
117.104.b.3.A,create playing space using common objects such as tables or chairs;,K,117
117.104.b.3.B,"create costumes using simple materials such as cardboard, newspaper, or fabric;",K,117
117.104.b.3.C,rehearse dramatic play; and,K,117
117.104.b.3.D,cooperate with others in dramatic play.,K,117
117.104.b.4.A,rehearse and perform real and imaginative situations of family cultures of students in the class; and,K,117
117.104.b.4.B,rehearse and perform stories from American history.,K,117
117.104.b.5.A,"discuss, practice, and display appropriate audience behavior; and",K,117
117.104.b.5.B,respond to dramatic activities through discussion.,K,117
117.105.a.1,"The fine arts incorporate the study of dance, music, theatre, and the visual arts to offer unique experiences and empower students to explore realities, relationships, and ideas. These disciplines engage and motivate all students through active learning, critical thinking, and innovative problem solving. The fine arts develop cognitive functioning and increase student academic achievement, higher-order thinking, communication, and collaboration skills, making the fine arts applicable to college readiness, career opportunities, workplace environments, social skills, and everyday life. Students develop aesthetic and cultural awareness through exploration, leading to creative expression. Creativity, encouraged through the study of the fine arts, is essential to nurture and develop the whole child.",1,117
117.105.a.2,"Four basic strands--foundations: observation and perception; creative expression; historical and cultural relevance; and critical evaluation and response--provide broad, unifying structures for organizing the knowledge and skills students are expected to acquire. Each strand is of equal value and may be presented in any order throughout the year. Students rely on personal observations and perceptions, which are developed through increasing visual literacy and sensitivity to surroundings, communities, memories, imaginings, and life experiences, as sources for thinking about, planning, and creating original artworks. Students communicate their thoughts and ideas with innovation and creativity. Through art, students challenge their imaginations, foster critical thinking, collaborate with others, and build reflective skills. While exercising meaningful problem-solving skills, students develop the lifelong ability to make informed judgments.",1,117
117.105.a.3,"Statements that contain the word ""including"" reference content that must be mastered, while those containing the phrase ""such as"" are intended as possible illustrative examples.",1,117
117.105.b.1,"Foundations: observation and perception. The student develops and expands visual literacy skills using critical thinking, imagination, and the senses to observe and explore the world by learning, understanding, and applying the elements of art and principles of design. The student uses what the student sees, knows, and has experienced as sources for examining, understanding, and creating artworks. The student is expected to:",1,117
117.105.b.2,"Creative expression. The student communicates ideas through original artworks using a variety of media with appropriate skills. The student expresses thoughts and ideas creatively while challenging the imagination, fostering reflective thinking, and developing disciplined effort and progressive problem-solving skills. The student is expected to:",1,117
117.105.b.3,"Historical and cultural relevance. The student demonstrates an understanding of art history and culture by analyzing artistic styles, historical periods, and a variety of cultures. The student develops global awareness and respect for the traditions and contributions of diverse cultures. The student is expected to:",1,117
117.105.b.4,"Critical evaluation and response. The student responds to and analyzes artworks of self and others, contributing to the development of lifelong skills of making informed judgments and reasoned evaluations. The student is expected to:",1,117
117.105.b.1.A,"identify similarities, differences, and variations among subjects in the environment using the senses; and",1,117
117.105.b.1.B,"identify the elements of art, including line, shape, color, texture, and form, and the principles of design, including emphasis, repetition/pattern, and balance, in nature and human-made environments.",1,117
117.105.b.2.A,"invent images that combine a variety of lines, shapes, colors, textures, and forms;",1,117
117.105.b.2.B,place components in orderly arrangements to create designs; and,1,117
117.105.b.2.C,"increase manipulative skills necessary for using a variety of materials to produce drawings, paintings, prints, constructions, and sculptures, including modeled forms.",1,117
117.105.b.3.A,identify simple ideas expressed in artworks through different media;,1,117
117.105.b.3.B,demonstrate an understanding that art is created globally by all people throughout time;,1,117
117.105.b.3.C,discuss the use of art in everyday life; and,1,117
117.105.b.3.D,relate visual art concepts to other disciplines.,1,117
117.105.b.4.A,explain ideas about personal artworks;,1,117
117.105.b.4.B,"identify ideas found in collections such as real or virtual art museums, galleries, portfolios, or exhibitions using original artworks created by artists or peers; and",1,117
117.105.b.4.C,"compile collections of artwork such as physical artwork, electronic images, sketchbooks, or portfolios for the purposes of self-evaluations or exhibitions.",1,117
117.106.a.1,"The fine arts incorporate the study of dance, music, theatre, and the visual arts to offer unique experiences and empower students to explore realities, relationships, and ideas. These disciplines engage and motivate all students through active learning, critical thinking, and innovative problem solving. The fine arts develop cognitive functioning and increase student academic achievement, higher-order thinking, communication, and collaboration skills, making the fine arts applicable to college readiness, career opportunities, workplace environments, social skills, and everyday life. Students develop aesthetic and cultural awareness through exploration, leading to creative expression. Creativity, encouraged through the study of the fine arts, is essential to nurture and develop the whole child.",1,117
117.106.a.2,"Four basic strands--foundations: music literacy; creative expression; historical and cultural relevance; and critical evaluation and response--provide broad, unifying structures for organizing the knowledge and skills students are expected to acquire. The foundation of music literacy is fostered through reading, writing, reproducing, and creating music, thus developing a student's intellect. Through creative expression, students apply their music literacy and the critical-thinking skills of music to sing, play, read, write, and/or move. By experiencing musical periods and styles, students will understand the relevance of music to history, culture, and the world, including the relationship of music to other academic disciplines and the vocational possibilities offered. Through critical listening, students analyze, evaluate, and respond to music, developing criteria for making critical judgments and informed choices.",1,117
117.106.a.3,"Statements that contain the word ""including"" reference content that must be mastered, while those containing the phrase ""such as"" are intended as possible illustrative examples.",1,117
117.106.b.1,"Foundations: music literacy. The student describes and analyzes musical sound and reads, writes, and reproduces music notation. The student is expected to:",1,117
117.106.b.2,"Foundations: music literacy. The student reads, writes, and reproduces music notation. Technology and other tools may be used to read, write, and reproduce musical examples. The student is expected to:",1,117
117.106.b.3,Creative expression. The student performs a varied repertoire of developmentally appropriate music in informal or formal settings. The student is expected to:,1,117
117.106.b.4,Creative expression. The student creates and explores new musical ideas. The student is expected to:,1,117
117.106.b.5,Historical and cultural relevance. The student examines music in relation to history and cultures. The student is expected to:,1,117
117.106.b.6,"Critical evaluation and response. The student listens to, responds to, and evaluates music and musical performances. The student is expected to:",1,117
117.106.b.1.A,identify the known five voices and adult/children singing voices;,1,117
117.106.b.1.B,identify visually and aurally the instrument families;,1,117
117.106.b.1.C,"use basic music terminology in describing changes in tempo, including allegro/largo, and dynamics, including forte/piano; and",1,117
117.106.b.1.D,"identify and label repetition and contrast in simple songs such as ab, aaba, or abac patterns.",1,117
117.106.b.2.A,"read, write, and reproduce rhythmic patterns, including quarter note/paired eighth notes and quarter; and",1,117
117.106.b.2.B,"read, write, and reproduce melodic patterns, including three tones from the pentatonic scale.",1,117
117.106.b.3.A,"sing tunefully or play classroom instruments, including rhythmic and melodic patterns, independently or in groups;",1,117
117.106.b.3.B,"sing songs or play classroom instruments from diverse cultures and styles, independently or in groups;",1,117
117.106.b.3.C,move alone or with others to a varied repertoire of music using gross and fine locomotor and non-locomotor movement;,1,117
117.106.b.3.D,"perform simple part work, including beat versus rhythm, rhythmic ostinato, and vocal exploration; and",1,117
117.106.b.3.E,"perform music using tempo, including allegro/largo, and dynamics, including forte/piano.",1,117
117.106.b.4.A,"create short, rhythmic patterns using known rhythms;",1,117
117.106.b.4.B,"create short, melodic patterns using known pitches; and",1,117
117.106.b.4.C,explore new musical ideas using singing voice and classroom instruments.,1,117
117.106.b.5.A,"sing songs and play musical games, including rhymes, patriotic events, folk music, and seasonal music;",1,117
117.106.b.5.B,identify steady beat in short musical excerpts from various periods or times in history and diverse cultures; and,1,117
117.106.b.5.C,identify simple interdisciplinary concepts relating to music.,1,117
117.106.b.6.A,identify and demonstrate appropriate audience behavior during live or recorded performances;,1,117
117.106.b.6.B,recognize known rhythmic and melodic elements in simple aural examples using known terminology;,1,117
117.106.b.6.C,"distinguish same/different between beat/rhythm, higher/lower, louder/softer, faster/slower, and simple patterns in musical performances; and",1,117
117.106.b.6.D,respond verbally or through movement to short musical examples.,1,117
117.107.a.1,"The fine arts incorporate the study of dance, music, theatre, and the visual arts to offer unique experiences and empower students to explore realities, relationships, and ideas. These disciplines engage and motivate all students through active learning, critical thinking, and innovative problem solving. The fine arts develop cognitive functioning and increase student academic achievement, higher-order thinking, communication, and collaboration skills, making the fine arts applicable to college readiness, career opportunities, workplace environments, social skills, and everyday life. Students develop aesthetic and cultural awareness through exploration, leading to creative expression. Creativity, encouraged through the study of the fine arts, is essential to nurture and develop the whole child.",1,117
117.107.a.2,"Four basic strands--foundations: inquiry and understanding; creative expression; historical and cultural relevance; and critical evaluation and response--provide broad, unifying structures for organizing knowledge and skills students are expected to acquire. Through the foundations: inquiry and understanding strand, students develop a perception of self, human relationships, and the world using elements of drama and conventions of theatre. Through the creative expression strand, students communicate in a dramatic form, engage in artistic thinking, build positive self-concepts, relate interpersonally, and integrate knowledge with other content areas in a relevant manner. Through the historical and cultural relevance strand, students increase their understanding of heritage and traditions in theatre and the diversity of world cultures as expressed in theatre. Through the critical evaluation and response strand, students engage in inquiry and dialogue, accept constructive criticism, revise personal views to promote creative and critical thinking, and develop the ability to appreciate and evaluate live theatre.",1,117
117.107.a.3,"Statements that contain the word ""including"" reference content that must be mastered, while those containing the phrase ""such as"" are intended as possible illustrative examples.",1,117
117.107.b.1,"Foundations: inquiry and understanding. The student develops concepts about self, human relationships, and the environment using elements of drama and conventions of theatre. The student is expected to:",1,117
117.107.b.2,Creative expression: performance. The student interprets characters using the voice and body expressively and creates dramatizations. The student is expected to:,1,117
117.107.b.3,"Creative expression: production. The student applies design, directing, and theatre production concepts and skills. The student is expected to:",1,117
117.107.b.4,"Historical and cultural relevance. The student relates theatre to history, society, and culture. The student is expected to:",1,117
117.107.b.5,Critical evaluation and response. The student responds to and evaluates theatre and theatrical performances. The student is expected to:,1,117
117.107.b.1.A,develop confidence and self-awareness through dramatic play;,1,117
117.107.b.1.B,develop spatial awareness in dramatic play using expressive and rhythmic movement;,1,117
117.107.b.1.C,imitate actions and sounds; and,1,117
117.107.b.1.D,imitate and create animate and inanimate objects in dramatic play.,1,117
117.107.b.2.A,demonstrate safe use of movement and voice;,1,117
117.107.b.2.B,create roles through imitation;,1,117
117.107.b.2.C,dramatize simple stories; and,1,117
117.107.b.2.D,dramatize poems and songs.,1,117
117.107.b.3.A,discuss aspects of the environment for use in dramatic play such as location or climate;,1,117
117.107.b.3.B,adapt the environment for dramatic play using common objects such as tables or chairs;,1,117
117.107.b.3.C,rehearse dramatic play; and,1,117
117.107.b.3.D,cooperate with others in dramatic play.,1,117
117.107.b.4.A,imitate life experiences from school and community cultures in dramatic play; and,1,117
117.107.b.4.B,"explore diverse cultural and historical experiences through fables, myths, or fairytales in dramatic play.",1,117
117.107.b.5.A,"discuss, practice, and display appropriate audience behavior;",1,117
117.107.b.5.B,discuss dramatic activities; and,1,117
117.107.b.5.C,"discuss the use of music, creative movement, and visual components in dramatic play.",1,117
117.108.a.1,"The fine arts incorporate the study of dance, music, theatre, and the visual arts to offer unique experiences and empower students to explore realities, relationships, and ideas. These disciplines engage and motivate all students through active learning, critical thinking, and innovative problem solving. The fine arts develop cognitive functioning and increase student academic achievement, higher-order thinking, communication, and collaboration skills, making the fine arts applicable to college readiness, career opportunities, workplace environments, social skills, and everyday life. Students develop aesthetic and cultural awareness through exploration, leading to creative expression. Creativity, encouraged through the study of the fine arts, is essential to nurture and develop the whole child.",2,117
117.108.a.2,"Four basic strands--foundations: observation and perception; creative expression; historical and cultural relevance; and critical evaluation and response--provide broad, unifying structures for organizing the knowledge and skills students are expected to acquire. Each strand is of equal value and may be presented in any order throughout the year. Students rely on personal observations and perceptions, which are developed through increasing visual literacy and sensitivity to surroundings, communities, memories, imaginings, and life experiences, as sources for thinking about, planning, and creating original artworks. Students communicate their thoughts and ideas with innovation and creativity. Through art, students challenge their imaginations, foster critical thinking, collaborate with others, and build reflective skills. While exercising meaningful problem-solving skills, students develop the lifelong ability to make informed judgments.",2,117
117.108.a.3,"Statements that contain the word ""including"" reference content that must be mastered, while those containing the phrase ""such as"" are intended as possible illustrative examples.",2,117
117.108.b.1,"Foundations: observation and perception. The student develops and expands visual literacy skills using critical thinking, imagination, and the senses to observe and explore the world by learning about, understanding, and applying the elements of art, principles of design, and expressive qualities. The student uses what the student sees, knows, and has experienced as sources for examining, understanding, and creating artworks. The student is expected to:",2,117
117.108.b.2,"Creative expression. The student communicates ideas through original artworks using a variety of media with appropriate skills. The student expresses thoughts and ideas creatively while challenging the imagination, fostering reflective thinking, and developing disciplined effort and progressive problem-solving skills. The student is expected to:",2,117
117.108.b.3,"Historical and cultural relevance. The student demonstrates an understanding of art history and culture by analyzing artistic styles, historical periods, and a variety of cultures. The student develops global awareness and respect for the traditions and contributions of diverse cultures. The student is expected to:",2,117
117.108.b.4,"Critical evaluation and response. The student responds to and analyzes artworks of self and others, contributing to the development of lifelong skills of making informed judgments and reasoned evaluations. The student is expected to:",2,117
117.108.b.1.A,compare and contrast variations in objects and subjects from the environment using the senses; and,2,117
117.108.b.1.B,"identify the elements of art, including line, shape, color, texture, form, and space, and the principles of design, including emphasis, repetition/pattern, movement/rhythm, and balance.",2,117
117.108.b.2.A,"express ideas and feelings in personal artworks using a variety of lines, shapes, colors, textures, forms, and space;",2,117
117.108.b.2.B,create compositions using the elements of art and principles of design; and,2,117
117.108.b.2.C,"identify and practice skills necessary for producing drawings, paintings, prints, constructions, and sculpture, including modeled forms, using a variety of materials.",2,117
117.108.b.3.A,"interpret stories, content, and meanings in a variety of artworks;",2,117
117.108.b.3.B,"examine historical and contemporary artworks created by men and women, making connections to various cultures;",2,117
117.108.b.3.C,analyze how art affects everyday life and is connected to jobs in art and design; and,2,117
117.108.b.3.D,relate visual art concepts to other disciplines.,2,117
117.108.b.4.A,support reasons for preferences in personal artworks;,2,117
117.108.b.4.B,"compare and contrast ideas found in collections such as real or virtual art museums, galleries, portfolios, or exhibitions using original artworks created by artists or peers; and",2,117
117.108.b.4.C,"compile collections of artwork such as physical artwork, electronic images, sketchbooks, or portfolios for the purposes of self evaluations or exhibitions.",2,117
117.109.a.1,"The fine arts incorporate the study of dance, music, theatre, and the visual arts to offer unique experiences and empower students to explore realities, relationships, and ideas. These disciplines engage and motivate all students through active learning, critical thinking, and innovative problem solving. The fine arts develop cognitive functioning and increase student academic achievement, higher-order thinking, communication, and collaboration skills, making the fine arts applicable to college readiness, career opportunities, workplace environments, social skills, and everyday life. Students develop aesthetic and cultural awareness through exploration, leading to creative expression. Creativity, encouraged through the study of the fine arts, is essential to nurture and develop the whole child.",2,117
117.109.a.2,"Four basic strands--foundations: music literacy; creative expression; historical and cultural relevance; and critical evaluation and response--provide broad, unifying structures for organizing the knowledge and skills students are expected to acquire. The foundation of music literacy is fostered through reading, writing, reproducing, and creating music, thus developing a student's intellect. Through creative expression, students apply their music literacy and the critical-thinking skills of music to sing, play, read, write, and/or move. By experiencing musical periods and styles, students will understand the relevance of music to history, culture, and the world, including the relationship of music to other academic disciplines and the vocational possibilities offered. Through critical listening, students analyze, evaluate, and respond to music, developing criteria for making critical judgments and informed choices.",2,117
117.109.a.3,"Statements that contain the word ""including"" reference content that must be mastered, while those containing the phrase ""such as"" are intended as possible illustrative examples.",2,117
117.109.b.1,Foundations: music literacy. The student describes and analyzes musical sound. The student is expected to:,2,117
117.109.b.2,"Foundations: music literacy. The student reads, writes, and reproduces music notation. Technology and other tools may be used to read, write, and reproduce musical examples. The student is expected to:",2,117
117.109.b.3,Creative expression. The student performs a varied repertoire of developmentally appropriate music in informal or formal settings. The student is expected to:,2,117
117.109.b.4,Creative expression. The student creates and explores new musical ideas. The student is expected to:,2,117
117.109.b.5,Historical and cultural relevance. The student examines music in relation to history and cultures. The student is expected to:,2,117
117.109.b.6,"Critical evaluation and response. The student listens to, responds to, and evaluates music and musical performances. The student is expected to:",2,117
117.109.b.1.A,"identify choral voices, including unison versus ensemble;",2,117
117.109.b.1.B,identify instruments visually and aurally;,2,117
117.109.b.1.C,"use known music terminology to explain musical examples of tempo, including presto, moderato, and andante, and dynamics, including fortissimo and pianissimo; and",2,117
117.109.b.1.D,identify and label simple small forms such as aaba and abac.,2,117
117.109.b.2.A,"read, write, and reproduce rhythmic patterns using standard notation in 2/4 meter, including half note/half rest;",2,117
117.109.b.2.B,"read, write, and reproduce pentatonic melodic patterns using standard staff notation; and",2,117
117.109.b.2.C,"read, write, and reproduce basic music terminology, including allegro/largo and forte/piano.",2,117
117.109.b.3.A,"sing tunefully or play classroom instruments, including rhythmic and melodic patterns, independently or in groups;",2,117
117.109.b.3.B,"sing songs or play classroom instruments from diverse cultures and styles, independently or in groups;",2,117
117.109.b.3.C,move alone or with others to a varied repertoire of music using gross and fine locomotor and non-locomotor movement;,2,117
117.109.b.3.D,"perform simple part work, including rhythmic ostinato, and vocal exploration such as singing, speaking, and chanting; and",2,117
117.109.b.3.E,"perform music using tempo, including presto, moderato, and andante, and dynamics, including fortissimo and pianissimo.",2,117
117.109.b.4.A,create rhythmic phrases using known rhythms;,2,117
117.109.b.4.B,create melodic phrases using known pitches; and,2,117
117.109.b.4.C,explore new musical ideas in phrases using singing voice and classroom instruments.,2,117
117.109.b.5.A,"sing songs and play musical games, including patriotic, folk, and seasonal music;",2,117
117.109.b.5.B,examine short musical excerpts from various periods or times in history and diverse and local cultures; and,2,117
117.109.b.5.C,identify simple interdisciplinary concepts relating to music.,2,117
117.109.b.6.A,begin to practice appropriate audience behavior during live or recorded performances;,2,117
117.109.b.6.B,recognize known rhythmic and melodic elements in simple aural examples using known terminology;,2,117
117.109.b.6.C,"distinguish between rhythms, higher/lower pitches, louder/softer dynamics, faster/slower tempos, and simple patterns in musical performances; and",2,117
117.109.b.6.D,respond verbally or through movement to short musical examples.,2,117
117.110.a.1,"The fine arts incorporate the study of dance, music, theatre, and the visual arts to offer unique experiences and empower students to explore realities, relationships, and ideas. These disciplines engage and motivate all students through active learning, critical thinking, and innovative problem solving. The fine arts develop cognitive functioning and increase student academic achievement, higher-order thinking, communication, and collaboration skills, making the fine arts applicable to college readiness, career opportunities, workplace environments, social skills, and everyday life. Students develop aesthetic and cultural awareness through exploration, leading to creative expression. Creativity, encouraged through the study of the fine arts, is essential to nurture and develop the whole child.",2,117
117.110.a.2,"Four basic strands--foundations: inquiry and understanding; creative expression; historical and cultural relevance; and critical evaluation and response--provide broad, unifying structures for organizing knowledge and skills students are expected to acquire. Through the foundations: inquiry and understanding strand, students develop a perception of self, human relationships, and the world using elements of drama and conventions of theatre. Through the creative expression strand, students communicate in a dramatic form, engage in artistic thinking, build positive self-concepts, relate interpersonally, and integrate knowledge with other content areas in a relevant manner. Through the historical and cultural relevance strand, students increase their understanding of heritage and traditions in theatre and the diversity of world cultures as expressed in theatre. Through the critical evaluation and response strand, students engage in inquiry and dialogue, accept constructive criticism, revise personal views to promote creative and critical thinking, and develop the ability to appreciate and evaluate live theatre.",2,117
117.110.a.3,"Statements that contain the word ""including"" reference content that must be mastered, while those containing the phrase ""such as"" are intended as possible illustrative examples.",2,117
117.110.b.1,"Foundations: inquiry and understanding. The student develops concepts about self, human relationships, and the environment using elements of drama and conventions of theatre. The student is expected to:",2,117
117.110.b.2,Creative expression: performance. The student interprets characters using the voice and body expressively and creates dramatizations. The student is expected to:,2,117
117.110.b.3,"Creative expression: production. The student applies design, directing, and theatre production concepts and skills. The student is expected to:",2,117
117.110.b.4,"Historical and cultural relevance. The student relates theatre to history, society, and culture. The student is expected to:",2,117
117.110.b.5,Critical evaluation and response. The student responds to and evaluates theatre and theatrical performances. The student is expected to:,2,117
117.110.b.1.A,react to sensory experiences such as sight or sound through dramatic play;,2,117
117.110.b.1.B,expand spatial awareness in dramatic play using expressive and rhythmic movement;,2,117
117.110.b.1.C,"participate in dramatic play using actions, sounds, and dialogue; and",2,117
117.110.b.1.D,"role play, imitate, and recreate dialogue.",2,117
117.110.b.2.A,demonstrate safe use of movement and voice;,2,117
117.110.b.2.B,"role play in real life and imaginative situations through narrative pantomime, dramatic play, and story dramatization;",2,117
117.110.b.2.C,create dramatizations of limited-action stories using simple pantomime or puppetry; and,2,117
117.110.b.2.D,dramatize poems and songs using simple pantomime or puppetry.,2,117
117.110.b.3.A,"select aspects of the environment such as location, climate, or time for use in dramatic play;",2,117
117.110.b.3.B,adapt the environment for dramatic play using common objects such as tables or chairs;,2,117
117.110.b.3.C,plan dramatic play; and,2,117
117.110.b.3.D,cooperate and interact with others in dramatic play.,2,117
117.110.b.4.A,imitate life experiences from school and community cultures in dramatic play; and,2,117
117.110.b.4.B,"explore diverse cultural and historical experiences through fables, myths, or fairytales in dramatic play.",2,117
117.110.b.5.A,"discuss, practice, and display appropriate audience behavior;",2,117
117.110.b.5.B,react to and discuss dramatic activities; and,2,117
